userid, password,residence_state, high_school_name, high_school_city, high_school_state,GPA, college_class,major_1,major_2, SAT_math, SAT_EBRW, ACT_English, ACT_math, ACT_reading, ACT_science, ACT_composite, SAT_literature, SAT_US_hist, SAT_world_hist, SAT_math_I, SAT_math_II, SAT_eco_bio, SAT_mol_bio, SAT_chemistry, SAT_physics,num_AP_passed
test466,pass466,DE,Huron High School,Ann Arbor,MI,1.26,2026,Art Teacher Education,Multi-/Interdisciplinary Studies,570,580,3,19,6,16,11,560,430,470,510,690,720,660,240,270,2
test467,pass467,WY,Huron High School,Ann Arbor,MI,1.2,2028,Electrical and Electronics Engineering,Chemistry,340,560,14,11,36,6,17,270,510,700,650,280,200,560,720,460,0
test468,pass468,WI,Huron High School,Ann Arbor,MI,3.76,2020,Human Computer Interaction,Bioengineering and Biomedical Engineering,320,750,33,15,15,11,18,280,430,320,220,370,620,720,220,750,5
test469,pass469,RI,Huron High School,Ann Arbor,MI,1.92,2021,Film/Video and Photographic Arts,Respiratory Care Therapy/Therapist,600,480,25,16,14,2,14,410,770,610,290,680,200,620,780,230,6
test470,pass470,WV,Huron High School,Ann Arbor,MI,3.26,2021,Linguistics,Physical Sciences,420,350,13,16,11,28,17,460,240,490,490,300,490,740,650,220,1
test471,pass471,IN,Illinois Mathematics and Science Academy,Aurora,IL,3.22,2021,Printmaking,Fashion/Apparel Design,240,230,23,8,33,18,20,350,200,560,710,230,490,450,400,490,9
test472,pass472,WV,Illinois Mathematics and Science Academy,Aurora,IL,1.89,2021,Illustration,Registered Nursing/Registered Nurse,250,740,19,4,33,36,23,720,360,420,470,210,690,410,760,330,4
test473,pass473,WI,Illinois Mathematics and Science Academy,Aurora,IL,0.97,2027,French Language and Literature,Atmospheric Sciences and Meteorology,550,650,30,13,19,8,18,530,710,790,460,500,390,780,250,440,2
test474,pass474,CT,Illinois Mathematics and Science Academy,Aurora,IL,1.56,2020,Cinematography and Film/Video Production,Drama and Dramatics/Theatre Arts,330,440,22,9,3,35,17,430,700,790,260,380,680,640,470,800,1
test475,pass475,NV,Illinois Mathematics and Science Academy,Aurora,IL,0.19,2021,Athletic Training/Trainer,English Language and Literature,200,250,22,7,26,22,19,610,430,220,310,280,650,380,340,550,6
test476,pass476,TX,Illinois Mathematics and Science Academy,Aurora,IL,3.52,2027,English Language and Literature,Pharmacology,230,260,12,28,34,35,27,430,690,230,540,310,370,340,380,690,2
test477,pass477,PA,Illinois Mathematics and Science Academy,Aurora,IL,3.6,2026,American/United States Studies/Civilization,African-American/Black Studies,350,440,25,3,10,27,16,480,260,350,710,490,580,490,460,550,2
test478,pass478,KS,Illinois Mathematics and Science Academy,Aurora,IL,3.9,2023,Painting,Physics,700,790,26,19,23,36,26,650,320,570,360,390,800,680,610,300,7
test479,pass479,ME,Illinois Mathematics and Science Academy,Aurora,IL,3.35,2025,Anthropology,Information Science/Studies,700,760,35,36,8,1,20,370,330,330,450,520,360,630,670,570,9
test480,pass480,GA,Illinois Mathematics and Science Academy,Aurora,IL,3.41,2024,Visual and Performing Arts,English Language and Literature,600,500,14,1,17,15,12,640,560,360,500,800,300,250,760,460,10
test481,pass481,HI,International Academy,Bloomfield Hills,MI,3.09,2022,Atmospheric Sciences and Meteorology,Film/Video and Photographic Arts,670,210,19,35,3,22,20,690,440,640,590,740,680,240,570,730,7
test482,pass482,NE,International Academy,Bloomfield Hills,MI,0.16,2023,Anthropology,Design and Applied Arts,490,640,36,14,28,25,26,430,410,520,250,400,500,350,330,320,6
test483,pass483,IN,International Academy,Bloomfield Hills,MI,2.91,2022,German Language and Literature,Anthropology,770,690,26,2,12,8,12,490,260,800,290,540,650,470,680,570,6
test484,pass484,IA,International Academy,Bloomfield Hills,MI,3.45,2024,Metal and Jewelry Arts,European Studies/Civilization,570,200,28,12,27,32,25,200,350,480,260,250,300,620,330,730,5
test485,pass485,CA,International Academy,Bloomfield Hills,MI,2.31,2026,History,History,620,210,1,10,9,21,10,400,200,570,620,590,570,380,480,250,2
test486,pass486,DE,International Academy,Bloomfield Hills,MI,3.09,2027,Design and Applied Arts,Computer Graphics,570,230,28,36,23,8,24,610,530,760,740,210,520,720,640,760,1
test487,pass487,NY,International Academy,Bloomfield Hills,MI,0.16,2025,Interior Architecture,Religion/Religious Studies,590,730,26,29,24,14,23,720,400,340,430,480,400,300,600,380,10
test488,pass488,KS,International Academy,Bloomfield Hills,MI,0.18,2025,Mathematics,Human Computer Interaction,280,300,31,29,16,12,22,340,420,260,790,370,610,270,760,370,9
test489,pass489,NH,International Academy,Bloomfield Hills,MI,1.76,2021,Visual and Performing Arts,Social Work,470,620,19,29,7,33,22,600,650,400,320,410,390,800,250,520,8
test490,pass490,ND,International Academy,Bloomfield Hills,MI,3.99,2024,Business Administration and Management,Music,520,430,6,3,5,31,11,670,680,440,270,270,600,720,260,570,3
test491,pass491,LA,Island Trees High School,Levittown,NY,0.28,2020,Environmental Design/Architecture,Engineering,330,700,11,3,36,8,14,340,510,320,760,550,450,620,740,320,6
test492,pass492,AK,Island Trees High School,Levittown,NY,3.04,2026,Chemical and Biomolecular Engineering,Human Computer Interaction,360,390,26,3,9,29,17,520,520,480,210,710,260,790,730,220,4
test493,pass493,ME,Island Trees High School,Levittown,NY,2.61,2027,Sustainability Studies,Fine Arts and Art Studies,420,760,23,18,7,18,16,690,800,570,610,480,480,570,680,420,7
test494,pass494,FL,Island Trees High School,Levittown,NY,0.8,2022,Interior Architecture,Interior Architecture,500,200,29,31,32,1,23,580,650,580,530,630,580,740,670,350,10
test495,pass495,OR,Island Trees High School,Levittown,NY,0.37,2020,Drawing,Photography,230,440,33,7,15,29,21,240,220,800,530,630,410,340,760,370,4
test496,pass496,GA,Island Trees High School,Levittown,NY,0.1,2024,Human Computer Interaction,Linguistics,220,540,11,10,3,10,8,290,320,400,240,270,770,730,750,280,0
test497,pass497,MA,Island Trees High School,Levittown,NY,2.51,2026,Design and Applied Arts,Civil Engineering,370,490,14,15,1,8,10,640,280,770,730,300,340,300,580,730,5
test498,pass498,NM,Island Trees High School,Levittown,NY,0.07,2023,Business Administration and Management,Astronomy,690,430,34,16,4,31,21,430,720,430,240,480,600,610,330,660,3
test499,pass499,RI,Island Trees High School,Levittown,NY,2.35,2026,Art Teacher Education,Clinical Laboratory Science/Medical Technology/Technologist,490,700,35,35,32,14,29,680,590,580,270,660,770,420,380,220,5
test500,pass500,SD,Island Trees High School,Levittown,NY,1.33,2026,Engineering,Geology/Earth Science,350,310,10,16,18,27,18,230,310,420,760,550,290,790,650,550,7
test501,pass501,IL,James Madison High School,Vienna,VA,3.85,2028,Visual and Performing Arts,Geology/Earth Science,380,280,14,36,26,12,22,480,330,520,490,490,580,520,260,250,0
test502,pass502,OR,James Madison High School,Vienna,VA,1.34,2024,Pharmacology,Ecology,350,660,21,23,12,28,21,680,400,400,340,620,380,300,600,630,7
test503,pass503,VA,James Madison High School,Vienna,VA,1.77,2020,Journalism,Architecture and Related Services,640,300,29,29,13,13,21,600,350,400,380,210,760,490,580,610,8
test504,pass504,MO,James Madison High School,Vienna,VA,3.66,2022,Electrical and Electronics Engineering,Metal and Jewelry Arts,450,600,24,20,34,23,25,680,370,270,620,350,780,590,700,420,0
test505,pass505,AL,James Madison High School,Vienna,VA,2.53,2025,Graphic Design,Mechanical Engineering,460,490,4,14,25,20,16,560,410,500,430,460,350,430,380,390,10
test506,pass506,AZ,James Madison High School,Vienna,VA,1.52,2025,Civil Engineering,English Language and Literature,720,420,22,27,32,7,22,660,700,570,590,320,530,260,620,560,4
test507,pass507,NM,James Madison High School,Vienna,VA,0.87,2020,Visual and Performing Arts,African-American/Black Studies,380,780,19,22,20,30,23,690,750,440,320,360,360,240,800,670,6
test508,pass508,NY,James Madison High School,Vienna,VA,2.08,2024,Social Work,Graphic Communications,330,300,16,19,8,5,12,680,760,280,600,360,770,270,260,290,9
test509,pass509,OK,James Madison High School,Vienna,VA,2.78,2028,Art/Art Studies,Information Science/Studies,780,590,11,8,28,1,12,410,780,250,480,410,380,600,350,520,10
test510,pass510,IN,James Madison High School,Vienna,VA,2.45,2022,Painting,Bioengineering and Biomedical Engineering,350,740,9,13,26,36,21,700,490,430,300,800,650,470,610,350,1
test511,pass511,WI,J.P. Stevens High School,Edison,NJ,3.48,2026,Visual and Performing Arts,Drawing,640,800,22,25,32,18,24,480,330,730,250,630,640,450,690,630,2
test512,pass512,WI,J.P. Stevens High School,Edison,NJ,2.05,2022,European Studies/Civilization,Bioengineering and Biomedical Engineering,610,730,29,16,35,5,21,260,330,700,740,350,310,460,660,780,7
test513,pass513,RI,J.P. Stevens High School,Edison,NJ,3.9,2028,Drawing,Political Science and Government,640,320,13,7,17,36,18,250,740,530,400,750,440,240,790,670,5
test514,pass514,KS,J.P. Stevens High School,Edison,NJ,0.13,2027,Intermedia/Multimedia,Marine Biology and Biological Oceanography,230,660,17,15,5,25,16,480,560,200,780,310,440,380,500,440,10
test515,pass515,CO,J.P. Stevens High School,Edison,NJ,3.44,2024,German Language and Literature,Physics,630,260,24,36,20,15,24,760,470,680,610,330,260,420,350,260,1
test516,pass516,MI,J.P. Stevens High School,Edison,NJ,1.95,2027,Art/Art Studies,Environmental Studies,480,240,26,36,36,4,26,400,620,570,560,200,650,600,530,430,5
test517,pass517,CO,J.P. Stevens High School,Edison,NJ,1.43,2020,Information Science/Studies,Business Administration and Management,500,610,16,2,34,23,19,700,710,450,600,660,770,430,560,280,1
test518,pass518,CT,J.P. Stevens High School,Edison,NJ,2.26,2023,Visual and Performing Arts,Environmental Studies,730,730,36,1,16,33,22,450,330,200,540,240,710,290,330,330,0
test519,pass519,ID,J.P. Stevens High School,Edison,NJ,3.3,2027,German Language and Literature,Graphic Design,460,730,24,23,14,29,22,390,310,690,640,790,230,260,720,410,10
test520,pass520,MO,J.P. Stevens High School,Edison,NJ,0.61,2028,Computer and Information Sciences,Marine Biology and Biological Oceanography,580,420,17,17,32,20,22,200,420,740,480,230,540,390,770,660,6
test521,pass521,HI,Lake City High School,Lake City,MI,3.21,2026,Marine Biology and Biological Oceanography,Journalism,410,800,25,15,32,34,26,690,530,710,570,790,530,570,800,410,6
test522,pass522,OK,Lake City High School,Lake City,MI,3.46,2028,Respiratory Care Therapy/Therapist,Fine/Studio Arts,680,520,34,33,16,21,26,310,400,750,270,670,760,630,630,480,8
test523,pass523,HI,Lake City High School,Lake City,MI,1.47,2027,Computer Graphics,Music,300,370,13,17,27,8,16,370,480,310,550,360,500,450,700,370,4
test524,pass524,TN,Lake City High School,Lake City,MI,3.12,2025,Physical Sciences,Intermedia/Multimedia,740,280,30,22,29,12,23,230,730,620,490,290,370,390,260,530,7
test525,pass525,NJ,Lake City High School,Lake City,MI,2.79,2026,Engineering,African-American/Black Studies,370,440,33,19,3,36,23,270,600,430,720,270,370,280,250,220,9
test526,pass526,AZ,Lake City High School,Lake City,MI,1.09,2025,Biology/Biological Sciences,Linguistics,750,760,19,18,5,1,11,230,390,630,360,570,750,580,740,540,6
test527,pass527,NY,Lake City High School,Lake City,MI,0.45,2025,Women&apos;s Studies,Ecology,490,590,19,25,17,24,21,640,300,370,680,500,750,430,260,540,7
test528,pass528,MO,Lake City High School,Lake City,MI,0.56,2020,Graphic Communications,Music,290,800,15,31,14,25,21,360,450,600,650,690,350,430,710,300,2
test529,pass529,MA,Lake City High School,Lake City,MI,0.4,2022,Spanish Language and Literature,Mathematics,280,660,8,4,18,13,11,610,200,730,510,730,500,710,260,460,9
test530,pass530,MI,Lake City High School,Lake City,MI,1.96,2023,Music,Ceramic Arts and Ceramics,350,660,13,18,31,31,23,350,290,800,620,380,410,450,310,440,5
test531,pass531,VT,Lawrence Free State High School,Lawrence,KS,1.44,2021,Environmental Design/Architecture,Design and Visual Communications,460,800,2,33,4,9,12,600,360,750,500,560,400,610,500,480,4
test532,pass532,AR,Lawrence Free State High School,Lawrence,KS,2.23,2027,Photography,Chemistry,310,290,11,30,30,32,26,470,600,700,780,380,480,690,360,470,9
test533,pass533,SD,Lawrence Free State High School,Lawrence,KS,2.4,2021,Psychology,Film/Video and Photographic Arts,560,770,22,34,1,29,22,470,780,500,210,440,410,260,710,450,5
test534,pass534,FL,Lawrence Free State High School,Lawrence,KS,2.04,2024,Ecology,Architecture and Related Services,500,770,12,32,27,16,22,710,580,730,660,310,460,320,720,280,9
test535,pass535,WY,Lawrence Free State High School,Lawrence,KS,2.88,2022,Philosophy,Computer and Information Sciences,590,370,34,9,21,29,23,590,690,580,420,380,460,620,230,670,4
test536,pass536,IA,Lawrence Free State High School,Lawrence,KS,3.1,2023,Fine Arts and Art Studies,Visual and Performing Arts,470,310,11,14,16,13,14,370,590,390,610,340,640,610,530,240,8
test537,pass537,HI,Lawrence Free State High School,Lawrence,KS,3.29,2023,Fine Arts and Art Studies,Clinical Laboratory Science/Medical Technology/Technologist,520,610,24,10,2,25,15,550,600,540,370,210,430,220,800,300,6
test538,pass538,NM,Lawrence Free State High School,Lawrence,KS,3.22,2028,Political Science and Government,Ceramic Arts and Ceramics,760,740,19,7,25,28,20,400,220,230,580,480,790,340,390,410,1
test539,pass539,NJ,Lawrence Free State High School,Lawrence,KS,2.25,2020,Economics,Respiratory Care Therapy/Therapist,240,300,5,31,18,18,18,410,720,460,520,200,230,490,610,210,6
test540,pass540,RI,Lawrence Free State High School,Lawrence,KS,1.57,2026,Comparative Literature,Sculpture,750,590,23,12,24,3,16,650,200,480,440,600,750,270,800,780,4
test541,pass541,TX,Lexington High School,Lexington,MA,0.27,2027,Intermedia/Multimedia,Illustration,650,360,18,3,1,6,7,280,620,340,610,350,710,600,610,370,0
test542,pass542,MT,Lexington High School,Lexington,MA,2.49,2028,Mathematics,Astronomy,210,570,4,27,20,2,13,670,240,600,710,730,590,800,730,220,2
test543,pass543,ID,Lexington High School,Lexington,MA,2.72,2027,Ecology,Sustainability Studies,510,440,18,18,24,34,24,700,270,620,770,370,640,400,510,350,1
test544,pass544,NY,Lexington High School,Lexington,MA,3.19,2021,Fine Arts and Art Studies,Photography,630,530,25,3,11,31,18,680,570,240,460,480,600,460,230,610,9
test545,pass545,CA,Lexington High School,Lexington,MA,3.87,2023,Engineering,Visual and Performing Arts,200,570,5,24,21,19,17,650,220,790,300,800,670,290,740,270,4
test546,pass546,NC,Lexington High School,Lexington,MA,1.29,2025,Drama and Dramatics/Theatre Arts,French Language and Literature,710,600,2,6,21,18,12,520,430,680,330,740,640,220,760,770,7
test547,pass547,VT,Lexington High School,Lexington,MA,1.03,2026,Architecture and Related Services,Art/Art Studies,460,200,24,14,35,34,27,250,200,210,440,690,750,450,270,530,5
test548,pass548,VT,Lexington High School,Lexington,MA,3.7,2024,Sustainability Studies,Physics,460,390,25,27,33,23,27,770,500,390,220,270,640,390,370,330,8
test549,pass549,AL,Lexington High School,Lexington,MA,1.79,2024,Chemistry,Ceramic Arts and Ceramics,500,660,18,26,35,19,24,610,400,680,580,420,440,380,750,230,7
test550,pass550,HI,Lexington High School,Lexington,MA,2.28,2025,Illustration,Intermedia/Multimedia,290,570,3,4,3,9,5,370,360,470,670,250,630,370,430,570,6
test551,pass551,NY,Libertyville High School,Libertyville,IL,0.61,2028,Design and Applied Arts,Spanish Language and Literature,510,290,25,27,15,21,22,750,240,750,570,620,470,570,760,660,0
test552,pass552,CA,Libertyville High School,Libertyville,IL,1.32,2025,European Studies/Civilization,Graphic Communications,450,730,10,22,33,34,25,780,350,570,560,500,300,200,400,260,10
test553,pass553,MA,Libertyville High School,Libertyville,IL,3.66,2022,African-American/Black Studies,German Language and Literature,630,620,35,5,36,6,20,320,680,610,550,610,630,260,590,230,7
test554,pass554,MA,Libertyville High School,Libertyville,IL,0.38,2022,Atmospheric Sciences and Meteorology,Music,540,570,22,7,35,13,19,630,470,510,330,300,680,710,310,550,0
test555,pass555,IL,Libertyville High School,Libertyville,IL,0.19,2024,Art/Art Studies,Music,310,310,26,28,34,28,29,400,570,510,310,400,460,410,310,310,1
test556,pass556,MO,Libertyville High School,Libertyville,IL,1.64,2028,Registered Nursing/Registered Nurse,Film/Video and Photographic Arts,260,750,21,3,8,19,13,610,420,800,600,420,490,250,420,310,3
test557,pass557,MD,Libertyville High School,Libertyville,IL,2.95,2028,Atmospheric Sciences and Meteorology,Graphic Design,570,650,28,12,3,21,16,750,380,600,660,520,730,790,780,770,10
test558,pass558,OK,Libertyville High School,Libertyville,IL,1.73,2024,Metal and Jewelry Arts,Athletic Training/Trainer,240,650,35,26,2,32,24,790,530,540,630,570,640,320,260,760,9
test559,pass559,NV,Libertyville High School,Libertyville,IL,1.29,2028,Bioengineering and Biomedical Engineering,European Studies/Civilization,500,550,5,17,3,30,14,360,770,580,360,340,230,340,790,520,9
test560,pass560,IN,Libertyville High School,Libertyville,IL,0.91,2023,Social Work,Engineering,550,510,25,8,20,30,21,770,470,330,680,650,700,670,290,730,3
test561,pass561,TN,Lovejoy High School,Lucas,TX,3.9,2022,Music,American/United States Studies/Civilization,760,520,27,35,31,4,24,420,610,310,500,330,290,230,400,450,10
test562,pass562,ND,Lovejoy High School,Lucas,TX,0.43,2026,Respiratory Care Therapy/Therapist,Marine Biology and Biological Oceanography,200,400,7,7,1,10,6,750,650,570,460,530,300,680,520,380,3
test563,pass563,TN,Lovejoy High School,Lucas,TX,1.57,2022,Engineering,Design and Visual Communications,600,700,18,1,7,8,8,470,690,370,230,280,540,380,450,630,3
test564,pass564,MD,Lovejoy High School,Lucas,TX,3.96,2024,Health Services/Allied Health/Health Sciences,Chemistry,600,410,19,16,10,30,19,400,280,360,710,320,750,530,710,730,4
test565,pass565,KY,Lovejoy High School,Lucas,TX,1.35,2026,Design and Applied Arts,Computer Graphics,440,270,10,19,12,8,12,400,450,570,770,470,250,330,460,530,4
test566,pass566,WY,Lovejoy High School,Lucas,TX,3.83,2026,Polysomnography,Physics,530,350,21,2,15,31,17,600,280,230,770,410,730,760,320,430,0
test567,pass567,AL,Lovejoy High School,Lucas,TX,1.76,2025,Art/Art Studies,Architecture and Related Services,280,680,34,13,8,6,15,700,560,800,230,680,560,330,420,480,1
test568,pass568,ME,Lovejoy High School,Lucas,TX,1.31,2025,Psychology,Architecture and Related Services,220,340,11,24,13,25,18,370,200,270,600,520,740,240,500,520,1
test569,pass569,MT,Lovejoy High School,Lucas,TX,1.09,2025,Anthropology,Electrical and Electronics Engineering,360,240,15,33,17,22,22,590,350,520,480,710,450,710,660,600,3
test570,pass570,NC,Lovejoy High School,Lucas,TX,3.98,2028,Sustainability Studies,American/United States Studies/Civilization,540,490,17,6,9,14,12,680,610,240,630,670,400,270,480,590,7
test571,pass571,NM,Madeira High School,Cincinnati,OH,2.66,2023,Sociology,African-American/Black Studies,410,610,15,1,3,32,13,800,670,770,270,610,340,700,410,740,4
test572,pass572,DE,Madeira High School,Cincinnati,OH,3.3,2028,Philosophy,Environmental Design/Architecture,800,690,21,21,27,1,18,440,290,230,760,700,650,380,280,700,5
test573,pass573,ID,Madeira High School,Cincinnati,OH,1.65,2023,History,Biochemistry,280,790,28,29,16,7,20,790,370,790,420,250,430,330,540,750,6
test574,pass574,NM,Madeira High School,Cincinnati,OH,3.27,2022,Polysomnography,Philosophy,270,230,13,13,14,18,14,390,430,480,340,270,730,400,710,800,2
test575,pass575,ID,Madeira High School,Cincinnati,OH,3.39,2026,Religion/Religious Studies,Athletic Training/Trainer,650,770,20,20,5,21,16,290,660,220,370,420,270,720,520,570,1
test576,pass576,MS,Madeira High School,Cincinnati,OH,0.02,2024,Art/Art Studies,Architecture and Related Services,640,730,14,35,18,29,24,370,330,530,340,720,270,580,610,410,10
test577,pass577,GA,Madeira High School,Cincinnati,OH,3.95,2026,Clinical Laboratory Science/Medical Technology/Technologist,Painting,450,300,19,35,25,28,27,660,250,770,740,320,320,800,200,490,9
test578,pass578,NJ,Madeira High School,Cincinnati,OH,2.59,2022,Ecology,Sustainability Studies,740,530,26,32,19,21,24,280,230,300,210,640,280,250,590,320,7
test579,pass579,OR,Madeira High School,Cincinnati,OH,1.42,2028,Bioengineering and Biomedical Engineering,Environmental Design/Architecture,350,690,5,31,8,12,14,490,710,690,440,770,510,720,240,700,4
test580,pass580,NY,Madeira High School,Cincinnati,OH,0.03,2028,Drawing,Printmaking,270,300,12,16,5,34,17,610,490,670,540,260,540,470,470,500,9
test581,pass581,AZ,Mamaroneck High School,Mamaroneck,NY,1.21,2024,Fashion/Apparel Design,Film/Video and Photographic Arts,800,780,15,35,13,33,24,380,470,630,670,580,750,770,490,530,2
test582,pass582,AK,Mamaroneck High School,Mamaroneck,NY,0.48,2022,Drama and Dramatics/Theatre Arts,Visual and Performing Arts,730,370,19,22,27,1,17,500,390,370,260,780,750,600,590,370,9
test583,pass583,NY,Mamaroneck High School,Mamaroneck,NY,3.25,2022,French Language and Literature,Chemistry,210,730,28,17,2,3,12,780,480,360,320,450,510,600,360,380,10
test584,pass584,RI,Mamaroneck High School,Mamaroneck,NY,2.8,2021,Digital Communication and Media/Multimedia,Computer and Information Sciences,450,360,35,10,36,31,28,600,300,510,790,590,240,290,450,310,3
test585,pass585,WI,Mamaroneck High School,Mamaroneck,NY,0.78,2026,Environmental Studies,Mechanical Engineering,690,700,23,30,12,16,20,700,540,420,660,580,690,380,250,410,0
test586,pass586,ID,Mamaroneck High School,Mamaroneck,NY,3.34,2024,Linguistics,Film/Cinema/Video Studies,250,250,19,29,6,10,16,780,670,670,500,560,630,570,520,610,4
test587,pass587,TN,Mamaroneck High School,Mamaroneck,NY,1.87,2024,Intermedia/Multimedia,Applied Mathematics,410,710,1,16,4,16,9,380,590,230,420,440,710,290,220,520,0
test588,pass588,LA,Mamaroneck High School,Mamaroneck,NY,0.51,2022,Human Computer Interaction,Music,630,730,3,4,30,16,13,470,680,600,230,370,450,570,610,670,3
test589,pass589,FL,Mamaroneck High School,Mamaroneck,NY,0.91,2028,English Language and Literature,Polysomnography,200,270,32,26,18,13,22,250,430,430,270,490,390,670,770,400,9
test590,pass590,NY,Mamaroneck High School,Mamaroneck,NY,3.52,2020,Respiratory Care Therapy/Therapist,Pharmacology,730,650,13,28,15,24,20,260,290,640,690,420,210,270,210,530,6
test591,pass591,CA,McLean High School,McLean,VA,2.12,2026,Graphic Communications,Interior Architecture,370,530,17,27,28,17,22,530,400,650,800,310,790,610,710,670,7
test592,pass592,TX,McLean High School,McLean,VA,1.14,2020,Linguistics,Fashion/Apparel Design,660,220,32,24,24,7,22,300,350,400,620,540,640,740,600,480,1
test593,pass593,TN,McLean High School,McLean,VA,1.02,2024,Music,Registered Nursing/Registered Nurse,240,320,29,23,4,4,15,450,330,480,770,530,690,590,610,630,9
test594,pass594,NJ,McLean High School,McLean,VA,2.7,2027,Fine/Studio Arts,Illustration,650,550,15,7,4,6,8,280,270,570,430,430,300,580,410,580,3
test595,pass595,NV,McLean High School,McLean,VA,2.91,2027,Polysomnography,Physics,450,260,3,5,7,2,4,730,750,270,310,750,800,610,640,420,1
test596,pass596,UT,McLean High School,McLean,VA,1.24,2023,Astronomy,Italian Language and Literature,700,420,14,32,5,14,16,350,470,680,560,430,630,730,280,760,8
test597,pass597,IL,McLean High School,McLean,VA,0.8,2024,Anthropology,Engineering,520,310,24,19,6,36,21,320,280,220,590,670,210,600,310,760,9
test598,pass598,DE,McLean High School,McLean,VA,1.19,2025,Art Teacher Education,Art Teacher Education,240,750,20,19,32,4,19,200,280,470,750,520,330,270,410,430,7
test599,pass599,NV,McLean High School,McLean,VA,0.19,2021,Illustration,Drama and Dramatics/Theatre Arts,590,260,17,21,26,32,24,720,620,210,720,530,390,210,450,600,1
test600,pass600,NV,McLean High School,McLean,VA,1.86,2022,Computer and Information Sciences,Religion/Religious Studies,780,350,18,30,9,27,21,750,280,770,430,220,570,310,550,670,1
test601,pass601,WA,Memorial High School,Houston,TX,3.71,2023,Spanish Language and Literature,Fashion/Apparel Design,710,220,12,12,18,15,14,250,230,550,310,650,220,350,590,260,4
test602,pass602,SD,Memorial High School,Houston,TX,1.99,2024,Music,Film/Cinema/Video Studies,680,250,13,10,5,15,11,440,260,290,480,620,580,410,370,630,5
test603,pass603,CO,Memorial High School,Houston,TX,3.53,2028,Economics,Art/Art Studies,290,510,9,12,29,25,19,440,480,260,480,730,290,510,550,290,1
test604,pass604,FL,Memorial High School,Houston,TX,1.94,2022,Religion/Religious Studies,Environmental Studies,790,420,17,12,16,16,15,530,650,220,390,360,510,420,650,690,8
test605,pass605,VA,Memorial High School,Houston,TX,4,2021,Athletic Training/Trainer,Sociology,460,800,21,5,3,18,12,290,320,490,400,470,210,310,330,280,0
test606,pass606,ND,Memorial High School,Houston,TX,3.71,2020,Psychology,Cinematography and Film/Video Production,350,340,4,11,16,21,13,420,460,400,470,390,750,680,350,380,0
test607,pass607,MN,Memorial High School,Houston,TX,1.23,2021,Engineering,Sociology,510,660,9,4,33,25,18,260,380,510,610,670,360,680,670,760,1
test608,pass608,VT,Memorial High School,Houston,TX,2.06,2022,Clinical Laboratory Science/Medical Technology/Technologist,European Studies/Civilization,790,580,27,14,2,18,15,720,320,290,200,560,400,370,490,450,3
test609,pass609,MT,Memorial High School,Houston,TX,2.65,2027,Astronomy,Mechanical Engineering,300,620,17,27,33,1,20,650,200,350,270,230,780,650,470,490,6
test610,pass610,AZ,Memorial High School,Houston,TX,0.69,2027,Music,Sustainability Studies,290,580,34,16,8,27,21,580,360,690,750,550,360,330,430,340,2
test611,pass611,MO,Mira Costa High School,Manhattan Beach,CA,1.27,2027,Comparative Literature,English Language and Literature,550,380,5,8,20,32,16,400,430,560,670,430,260,270,780,710,2
test612,pass612,NY,Mira Costa High School,Manhattan Beach,CA,2.15,2022,Mechanical Engineering,Physics,680,470,15,16,6,12,12,490,790,390,680,740,470,750,610,390,0
test613,pass613,OR,Mira Costa High School,Manhattan Beach,CA,1.64,2020,Design and Visual Communications,Art/Art Studies,450,630,19,17,24,20,20,420,710,600,580,360,550,450,770,590,3
test614,pass614,KY,Mira Costa High School,Manhattan Beach,CA,1.93,2020,Illustration,Photography,640,290,31,30,32,11,26,770,660,530,510,710,460,700,240,740,7
test615,pass615,VA,Mira Costa High School,Manhattan Beach,CA,2.55,2023,Clinical Laboratory Science/Medical Technology/Technologist,Metal and Jewelry Arts,250,610,9,25,9,20,16,740,380,630,460,270,250,570,250,450,7
test616,pass616,AZ,Mira Costa High School,Manhattan Beach,CA,3.42,2024,Visual and Performing Arts,Visual and Performing Arts,660,660,18,25,6,2,13,750,630,340,420,490,490,470,720,470,8
test617,pass617,NH,Mira Costa High School,Manhattan Beach,CA,3.28,2025,Art/Art Studies,Spanish Language and Literature,460,620,28,22,24,29,26,280,450,310,400,410,700,790,280,370,9
test618,pass618,LA,Mira Costa High School,Manhattan Beach,CA,3.72,2022,Spanish Language and Literature,Chemistry,620,330,5,34,15,1,14,260,420,490,310,310,500,260,210,650,6
test619,pass619,NV,Mira Costa High School,Manhattan Beach,CA,3.26,2020,Biochemistry,Sustainability Studies,440,540,28,35,6,6,19,590,740,510,270,580,570,750,710,750,7
test620,pass620,UT,Mira Costa High School,Manhattan Beach,CA,2.71,2020,Sociology,Chemical and Biomolecular Engineering,370,760,18,33,15,8,18,620,340,360,290,250,360,590,230,710,5
test621,pass621,UT,Mountain Lakes High School,Mountain Lakes,NJ,3.47,2028,Drama and Dramatics/Theatre Arts,Art/Art Studies,640,250,20,19,11,32,20,460,260,580,750,650,720,270,460,600,0
test622,pass622,IL,Mountain Lakes High School,Mountain Lakes,NJ,3.09,2025,Atmospheric Sciences and Meteorology,Biological and Physical Sciences,360,300,5,13,29,29,19,440,340,230,500,290,360,550,350,210,8
